falhas_chamada,reclamacoes,tempo_assinatura,valor_cobrado,segundos_uso,freq_uso,freq_sms,numeros_dist_chamados,plano,situacao,idade,valor_cliente,cancelamento
21,1,33,0,710,44,14,17,Pré-Pago,Ativo,25,9693,Cancelou
19,0,36,8,10190,90,0,42,Pré-Pago,Ativo,45,257,Não Cancelou
11,1,36,1,5573,95,24,24,Pré-Pago,Ativo,25,36306,Cancelou
0,0,34,0,2595,19,0,14,Pré-Pago,Ativo,30,10456,Não Cancelou
7,0,35,0,2745,38,7,16,Pré-Pago,Ativo,30,13932,Cancelou
7,1,36,0,2023,41,32,31,Pré-Pago,Ativo,30,21056,Cancelou
0,0,36,0,0,0,0,0,Pré-Pago,Ativo,30,0,Cancelou
0,0,36,0,1423,22,0,6,Pré-Pago,Ativo,30,578,Não Cancelou
1,0,33,1,6540,94,12,22,Pré-Pago,Ativo,45,19585,Não Cancelou
0,0,36,0,383,4,7,4,Pré-Pago,Ativo,45,27175,Cancelou
0,0,36,1,93,1,2,2,Pré-Pago,Ativo,55,441,Não Cancelou
23,0,31,3,15830,235,0,80,Pré-Pago,Ativo,25,722925,Não Cancelou
4,0,34,3,6720,113,269,33,Contrato,Ativo,25,1517985,Não Cancelou
0,0,36,0,3473,79,0,28,Pré-Pago,Ativo,25,15984,Não Cancelou
1,0,35,0,1420,41,36,20,Pré-Pago,Ativo,30,20244,Não Cancelou
4,0,36,0,2535,50,173,23,Pré-Pago,Ativo,25,894825,Não Cancelou
2,1,27,1,1070,33,191,11,Contrato,Ativo,25,909135,Não Cancelou
2,0,26,0,1323,36,28,68,Pré-Pago,Ativo,45,103975,Não Cancelou
9,0,27,0,455,22,8,7,Pré-Pago,Ativo,25,57465,Não Cancelou
0,0,26,0,580,7,19,3,Pré-Pago,Ativo,45,62175,Não Cancelou
8,0,25,0,980,29,17,13,Pré-Pago,Ativo,25,121905,Não Cancelou
0,0,25,0,2980,58,6,23,Pré-Pago,Ativo,30,14552,Não Cancelou
0,0,18,0,1450,23,26,14,Pré-Pago,Ativo,25,183285,Não Cancelou
14,1,17,1,6148,138,83,42,Contrato,Ativo,15,80223,Não Cancelou
10,0,15,0,8688,168,71,40,Pré-Pago,Ativo,45,3989,Não Cancelou
6,0,16,3,2608,42,29,19,Pré-Pago,Ativo,30,222,Não Cancelou
0,0,9,1,4145,37,213,10,Pré-Pago,Ativo,30,101928,Não Cancelou
1,1,9,1,1243,16,0,7,Pré-Pago,Ativo,30,5036,Cancelou
0,0,34,0,4005,62,0,13,Pré-Pago,Ativo,25,183015,Não Cancelou
0,0,35,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
2,0,33,0,2088,51,347,20,Pré-Pago,Ativo,25,1657755,Não Cancelou
2,0,34,0,3833,57,0,31,Pré-Pago,Ativo,25,17505,Não Cancelou
0,0,34,0,2028,49,0,29,Pré-Pago,Ativo,15,114235,Não Cancelou
3,0,34,0,3410,73,20,24,Pré-Pago,Ativo,25,246735,Não Cancelou
0,0,34,0,1995,30,273,14,Pré-Pago,Ativo,30,1173,Não Cancelou
5,0,33,0,8750,112,132,39,Pré-Pago,Ativo,30,88248,Não Cancelou
0,0,34,0,13408,160,0,40,Pré-Pago,Ativo,30,54272,Não Cancelou
0,0,34,0,4150,74,0,21,Pré-Pago,Ativo,30,16896,Não Cancelou
0,0,34,0,5553,86,0,8,Pré-Pago,Ativo,25,253755,Não Cancelou
1,0,34,0,1873,45,0,13,Pré-Pago,Inativo,30,7672,Não Cancelou
17,0,34,1,14775,216,42,28,Pré-Pago,Ativo,25,863595,Não Cancelou
0,0,34,0,2730,18,471,4,Pré-Pago,Ativo,30,199392,Não Cancelou
1,0,33,0,15120,173,138,26,Pré-Pago,Ativo,25,1309185,Não Cancelou
0,0,33,0,6135,77,174,22,Pré-Pago,Ativo,30,94448,Não Cancelou
0,0,33,0,510,5,0,7,Pré-Pago,Inativo,25,23175,Não Cancelou
0,0,34,0,345,5,1,4,Pré-Pago,Inativo,25,2025,Não Cancelou
0,0,33,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,33,0,7143,118,372,39,Pré-Pago,Ativo,25,2000745,Não Cancelou
0,0,33,0,11100,145,0,43,Pré-Pago,Ativo,30,4498,Não Cancelou
0,0,33,0,6353,66,96,33,Pré-Pago,Ativo,25,720855,Não Cancelou
15,0,29,0,590,38,4,13,Pré-Pago,Inativo,25,4626,Cancelou
13,0,32,6,10070,84,0,38,Pré-Pago,Ativo,45,25385,Não Cancelou
5,1,32,0,5453,89,14,20,Pré-Pago,Ativo,25,31239,Cancelou
0,0,30,0,2475,13,0,10,Pré-Pago,Ativo,30,9952,Não Cancelou
1,1,31,0,2625,32,0,12,Pré-Pago,Inativo,25,119565,Cancelou
1,0,32,0,1903,35,22,27,Pré-Pago,Inativo,30,16552,Cancelou
0,1,32,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,32,0,1303,16,0,2,Pré-Pago,Ativo,30,5276,Não Cancelou
0,0,29,0,6420,88,2,18,Pré-Pago,Ativo,45,1677,Não Cancelou
0,0,32,0,263,1,0,1,Pré-Pago,Inativo,30,1056,Cancelou
0,0,32,0,0,0,0,0,Pré-Pago,Ativo,45,0,Não Cancelou
17,0,27,1,15710,229,0,76,Pré-Pago,Ativo,25,717255,Não Cancelou
0,0,30,1,6600,107,259,29,Contrato,Ativo,25,1467315,Não Cancelou
0,0,32,0,3353,73,0,24,Pré-Pago,Ativo,25,15417,Não Cancelou
0,0,31,0,1300,35,26,16,Pré-Pago,Inativo,30,1574,Não Cancelou
0,0,32,0,2415,44,163,19,Pré-Pago,Ativo,25,844155,Não Cancelou
0,0,23,0,950,27,181,7,Contrato,Ativo,25,858465,Não Cancelou
0,0,22,0,1203,30,18,64,Pré-Pago,Ativo,45,75825,Não Cancelou
3,0,23,0,335,16,0,3,Pré-Pago,Inativo,25,15795,Não Cancelou
0,0,22,0,0,0,9,0,Pré-Pago,Inativo,45,225,Não Cancelou
2,0,21,0,860,23,7,9,Pré-Pago,Ativo,25,71235,Não Cancelou
0,0,21,0,2860,52,0,19,Pré-Pago,Ativo,30,11648,Não Cancelou
0,0,14,0,1330,17,16,10,Pré-Pago,Ativo,25,132615,Não Cancelou
8,0,13,0,6028,132,73,38,Contrato,Ativo,15,7403,Não Cancelou
4,0,11,0,8568,162,61,36,Pré-Pago,Ativo,45,37075,Não Cancelou
0,0,12,1,2488,36,19,15,Pré-Pago,Ativo,30,17696,Não Cancelou
0,0,5,0,4025,31,203,6,Pré-Pago,Ativo,30,97424,Não Cancelou
0,1,5,0,1123,10,0,3,Pré-Pago,Inativo,25,50985,Cancelou
4,0,40,0,4145,67,8,19,Pré-Pago,Ativo,25,22554,Não Cancelou
0,0,41,0,93,1,10,6,Pré-Pago,Inativo,25,4923,Não Cancelou
6,0,39,0,2228,56,362,26,Pré-Pago,Ativo,25,173178,Não Cancelou
6,0,40,0,3973,62,4,37,Pré-Pago,Ativo,25,199575,Não Cancelou
0,0,40,0,2168,54,5,35,Pré-Pago,Ativo,15,14971,Não Cancelou
7,0,40,1,3550,78,35,30,Pré-Pago,Ativo,30,28512,Não Cancelou
0,0,40,0,2135,35,288,20,Pré-Pago,Ativo,30,12388,Não Cancelou
9,0,39,2,8890,117,147,45,Pré-Pago,Ativo,30,94828,Não Cancelou
3,0,40,0,13548,165,3,46,Pré-Pago,Ativo,30,56052,Não Cancelou
3,0,40,1,4290,79,5,27,Pré-Pago,Ativo,30,19476,Não Cancelou
2,0,40,0,5693,91,10,14,Pré-Pago,Ativo,25,30528,Não Cancelou
5,0,40,0,2013,50,11,19,Pré-Pago,Inativo,30,12652,Não Cancelou
21,0,40,3,14915,221,57,34,Pré-Pago,Ativo,30,83344,Não Cancelou
0,0,40,1,2870,23,486,10,Pré-Pago,Ativo,30,205972,Não Cancelou
5,0,39,0,15260,178,153,32,Pré-Pago,Ativo,25,138321,Não Cancelou
0,0,39,1,6275,82,189,28,Pré-Pago,Ativo,30,101028,Não Cancelou
0,0,39,0,650,10,3,13,Pré-Pago,Inativo,25,432,Não Cancelou
0,0,40,0,485,10,16,10,Pré-Pago,Inativo,25,94275,Não Cancelou
0,0,39,0,0,0,3,0,Pré-Pago,Inativo,25,135,Cancelou
0,0,39,0,7283,123,387,45,Pré-Pago,Ativo,25,207477,Não Cancelou
3,0,39,1,11240,150,14,49,Pré-Pago,Ativo,30,5116,Não Cancelou
4,0,39,1,6493,71,111,39,Pré-Pago,Ativo,25,79488,Não Cancelou
19,0,35,0,730,43,19,19,Pré-Pago,Inativo,25,120285,Cancelou
17,0,38,8,10210,89,4,44,Contrato,Ativo,45,267475,Não Cancelou
9,0,38,1,5593,94,29,26,Pré-Pago,Ativo,25,386415,Cancelou
0,0,36,0,2615,18,3,16,Pré-Pago,Ativo,30,11732,Não Cancelou
5,1,37,0,2765,37,12,18,Pré-Pago,Inativo,25,18009,Cancelou
5,0,38,0,2043,40,37,33,Pré-Pago,Inativo,30,23132,Cancelou
0,0,38,0,0,0,3,0,Pré-Pago,Inativo,30,12,Cancelou
0,0,38,0,1443,21,3,8,Pré-Pago,Ativo,30,7056,Não Cancelou
0,0,35,1,6560,93,17,24,Pré-Pago,Ativo,45,208825,Não Cancelou
0,1,38,0,403,3,12,6,Pré-Pago,Inativo,45,4015,Cancelou
0,0,38,1,0,0,7,0,Pré-Pago,Ativo,55,105,Não Cancelou
21,0,33,3,15850,234,3,82,Pré-Pago,Ativo,25,73728,Não Cancelou
2,0,36,3,6740,112,274,35,Contrato,Ativo,25,154134,Não Cancelou
0,0,38,0,3493,78,5,30,Pré-Pago,Ativo,25,183195,Não Cancelou
0,0,37,0,1440,40,41,22,Pré-Pago,Inativo,30,2232,Não Cancelou
2,0,38,0,2555,49,178,25,Pré-Pago,Ativo,25,91818,Não Cancelou
0,0,29,1,1090,32,196,13,Contrato,Ativo,25,93249,Não Cancelou
0,0,28,0,1343,35,33,70,Pré-Pago,Ativo,45,11695,Não Cancelou
7,0,29,0,475,21,13,9,Pré-Pago,Inativo,25,8082,Não Cancelou
0,0,28,0,600,6,24,5,Pré-Pago,Inativo,45,7515,Não Cancelou
6,0,27,0,1000,28,22,15,Pré-Pago,Ativo,25,14526,Não Cancelou
0,0,27,0,3000,57,11,25,Pré-Pago,Ativo,30,16628,Não Cancelou
0,0,20,0,1470,22,31,16,Pré-Pago,Ativo,25,20664,Não Cancelou
12,0,19,1,6168,137,88,44,Contrato,Ativo,15,830775,Não Cancelou
8,0,17,0,8708,167,76,42,Pré-Pago,Ativo,45,411875,Não Cancelou
4,0,18,3,2628,41,34,21,Pré-Pago,Ativo,30,24276,Não Cancelou
0,0,11,1,4165,36,218,12,Pré-Pago,Ativo,30,104004,Não Cancelou
0,1,11,1,1263,15,3,9,Pré-Pago,Ativo,30,6312,Cancelou
2,0,32,0,3985,63,0,11,Pré-Pago,Ativo,25,18216,Não Cancelou
0,0,33,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
4,0,31,0,2068,52,342,18,Pré-Pago,Ativo,25,16344,Não Cancelou
4,0,32,0,3813,58,0,29,Pré-Pago,Ativo,15,212905,Não Cancelou
0,0,32,0,2008,50,0,27,Pré-Pago,Ativo,15,11319,Não Cancelou
5,0,32,0,3390,74,15,22,Pré-Pago,Ativo,25,22338,Não Cancelou
0,0,32,0,1975,31,268,12,Pré-Pago,Ativo,30,115224,Não Cancelou
7,0,31,0,8730,113,127,37,Pré-Pago,Ativo,30,86172,Não Cancelou
1,0,32,0,13388,161,0,38,Pré-Pago,Ativo,30,54196,Não Cancelou
1,0,32,0,4130,75,0,19,Pré-Pago,Ativo,30,1682,Não Cancelou
0,0,32,0,5533,87,0,6,Pré-Pago,Ativo,25,2529,Não Cancelou
3,0,32,0,1853,46,0,11,Pré-Pago,Inativo,30,7596,Não Cancelou
19,0,32,1,14755,217,37,26,Pré-Pago,Ativo,30,74688,Não Cancelou
0,0,32,0,2710,19,466,2,Pré-Pago,Ativo,30,197316,Não Cancelou
3,0,31,0,15100,174,133,24,Pré-Pago,Ativo,25,128583,Não Cancelou
0,0,31,0,6115,78,169,20,Pré-Pago,Ativo,30,92372,Não Cancelou
0,0,31,0,490,6,0,5,Pré-Pago,Inativo,25,2232,Não Cancelou
0,0,32,0,325,6,0,2,Pré-Pago,Inativo,25,14895,Não Cancelou
0,0,31,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,31,0,7123,119,367,37,Pré-Pago,Ativo,25,197739,Não Cancelou
1,0,31,0,11080,146,0,41,Pré-Pago,Ativo,30,44904,Não Cancelou
2,0,31,0,6333,67,91,31,Pré-Pago,Ativo,25,6975,Não Cancelou
17,0,27,0,570,39,0,11,Pré-Pago,Inativo,25,27405,Cancelou
15,0,30,6,10050,85,0,36,Pré-Pago,Ativo,45,253375,Não Cancelou
7,0,30,0,5433,90,9,18,Pré-Pago,Ativo,25,289035,Cancelou
0,0,28,0,2455,14,0,8,Pré-Pago,Ativo,30,9876,Não Cancelou
3,1,29,0,2605,33,0,10,Pré-Pago,Inativo,25,11871,Cancelou
3,0,30,0,1883,36,17,25,Pré-Pago,Inativo,30,14476,Cancelou
0,0,30,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,30,0,1283,17,0,5,Pré-Pago,Ativo,30,52,Não Cancelou
0,0,27,0,6400,89,0,16,Pré-Pago,Ativo,45,162225,Não Cancelou
0,1,30,0,0,0,0,0,Pré-Pago,Inativo,45,0,Cancelou
0,0,30,0,0,0,0,0,Pré-Pago,Ativo,45,0,Não Cancelou
19,0,25,1,15690,230,0,74,Pré-Pago,Ativo,25,7164,Não Cancelou
0,0,28,1,6580,108,254,27,Contrato,Ativo,25,144396,Não Cancelou
0,0,30,0,3333,74,0,22,Pré-Pago,Ativo,25,153315,Não Cancelou
0,0,29,0,1280,36,21,14,Pré-Pago,Inativo,30,13664,Não Cancelou
0,0,30,0,2395,45,158,17,Pré-Pago,Ativo,25,8208,Não Cancelou
0,0,21,0,930,28,176,5,Contrato,Ativo,25,83511,Não Cancelou
0,0,20,0,1183,31,13,62,Pré-Pago,Ativo,45,6285,Não Cancelou
5,0,21,0,315,17,0,1,Pré-Pago,Inativo,25,1494,Não Cancelou
0,0,20,0,0,0,4,0,Pré-Pago,Inativo,45,10,Não Cancelou
4,0,19,0,840,24,2,7,Pré-Pago,Ativo,25,4788,Não Cancelou
0,0,19,0,2840,53,0,17,Pré-Pago,Ativo,30,11572,Não Cancelou
0,0,12,0,1310,18,11,8,Pré-Pago,Ativo,25,10926,Não Cancelou
10,0,11,0,6008,133,68,36,Contrato,Ativo,15,711755,Não Cancelou
6,0,9,0,8548,163,56,34,Pré-Pago,Ativo,45,357775,Não Cancelou
2,0,10,1,2468,37,14,13,Pré-Pago,Ativo,30,1562,Não Cancelou
0,0,3,0,4005,32,198,4,Pré-Pago,Ativo,30,95348,Não Cancelou
0,0,3,0,1103,11,0,1,Pré-Pago,Ativo,25,5013,Cancelou
8,0,42,0,4325,75,13,21,Pré-Pago,Ativo,30,228,Não Cancelou
0,0,43,0,273,9,15,8,Pré-Pago,Inativo,25,8019,Não Cancelou
10,0,41,0,2408,64,367,28,Pré-Pago,Ativo,30,156688,Não Cancelou
10,0,42,0,4153,70,9,39,Pré-Pago,Ativo,15,281765,Não Cancelou
3,0,42,0,2348,62,10,37,Pré-Pago,Ativo,15,18755,Não Cancelou
11,0,42,1,3730,86,40,32,Pré-Pago,Ativo,30,31264,Não Cancelou
4,0,42,0,2315,43,293,22,Pré-Pago,Ativo,30,126632,Não Cancelou
13,0,41,2,9070,125,152,47,Pré-Pago,Ativo,30,9758,Não Cancelou
7,0,42,0,13728,173,8,48,Pré-Pago,Ativo,30,58804,Não Cancelou
7,0,42,1,4470,87,10,29,Pré-Pago,Ativo,30,22228,Não Cancelou
6,0,42,0,5873,99,15,16,Pré-Pago,Ativo,30,29888,Não Cancelou
9,1,42,0,2193,58,16,21,Pré-Pago,Inativo,30,15404,Não Cancelou
25,0,42,3,15095,229,62,36,Pré-Pago,Ativo,30,86096,Não Cancelou
4,0,42,1,3050,31,491,12,Pré-Pago,Ativo,30,208724,Não Cancelou
9,0,41,0,15440,186,158,34,Pré-Pago,Ativo,25,141417,Não Cancelou
3,0,41,1,6455,90,194,30,Pré-Pago,Ativo,30,10378,Não Cancelou
0,0,41,0,830,18,8,15,Pré-Pago,Inativo,25,7416,Não Cancelou
2,0,42,0,665,18,21,12,Pré-Pago,Inativo,30,11132,Não Cancelou
0,0,41,0,0,0,8,0,Pré-Pago,Inativo,25,36,Cancelou
3,0,41,0,7463,131,392,47,Pré-Pago,Ativo,25,210573,Não Cancelou
7,0,41,1,11420,158,19,51,Pré-Pago,Ativo,45,33695,Não Cancelou
8,0,41,1,6673,79,116,41,Pré-Pago,Ativo,25,82584,Não Cancelou
23,1,37,0,910,51,24,21,Pré-Pago,Inativo,25,151245,Cancelou
21,1,40,8,10390,97,9,46,Contrato,Ativo,55,170805,Não Cancelou
13,0,40,1,5773,102,34,28,Pré-Pago,Ativo,25,417375,Não Cancelou
1,0,38,0,2795,26,8,18,Pré-Pago,Ativo,30,14484,Não Cancelou
9,1,39,0,2945,45,17,20,Pré-Pago,Inativo,30,1876,Cancelou
9,0,40,0,2223,48,42,35,Pré-Pago,Inativo,30,25884,Cancelou
0,0,40,0,88,6,8,6,Pré-Pago,Inativo,30,3576,Cancelou
1,0,40,0,1623,29,8,10,Pré-Pago,Ativo,30,9808,Não Cancelou
3,0,37,1,6740,101,22,26,Pré-Pago,Ativo,55,135615,Não Cancelou
0,1,40,0,583,11,17,8,Pré-Pago,Inativo,45,5735,Cancelou
0,0,40,1,293,8,12,6,Pré-Pago,Ativo,55,22515,Não Cancelou
25,0,35,3,16030,242,8,84,Pré-Pago,Ativo,25,76824,Não Cancelou
6,0,38,3,6920,120,279,37,Contrato,Ativo,25,15723,Não Cancelou
2,0,40,0,3673,86,10,32,Pré-Pago,Ativo,25,214155,Não Cancelou
3,0,39,0,1620,48,46,24,Pré-Pago,Inativo,30,25072,Não Cancelou
6,0,40,0,2735,57,183,27,Pré-Pago,Ativo,25,94914,Não Cancelou
4,0,31,1,1270,40,201,15,Contrato,Ativo,25,96345,Não Cancelou
4,0,30,0,1523,43,38,72,Pré-Pago,Ativo,45,13415,Não Cancelou
11,0,31,0,655,29,18,11,Pré-Pago,Inativo,25,11178,Não Cancelou
0,0,30,0,780,14,29,7,Pré-Pago,Inativo,45,9235,Não Cancelou
10,0,29,0,1180,36,27,17,Pré-Pago,Ativo,25,17622,Não Cancelou
2,0,29,0,3180,65,16,27,Pré-Pago,Ativo,30,1938,Não Cancelou
2,0,22,0,1650,30,36,18,Pré-Pago,Ativo,25,2376,Não Cancelou
16,0,21,1,6348,145,93,46,Contrato,Ativo,25,710685,Não Cancelou
12,0,19,0,8888,175,81,44,Pré-Pago,Ativo,45,429075,Não Cancelou
8,0,20,3,2808,49,39,23,Pré-Pago,Ativo,30,27028,Não Cancelou
2,0,13,1,4345,44,223,14,Pré-Pago,Ativo,30,106756,Não Cancelou
3,0,13,1,1443,23,8,11,Pré-Pago,Ativo,30,9064,Cancelou
0,0,30,0,3805,55,0,9,Pré-Pago,Ativo,25,1737,Não Cancelou
0,0,31,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
0,0,29,0,1888,44,337,16,Pré-Pago,Ativo,25,160344,Não Cancelou
0,0,30,0,3633,50,0,27,Pré-Pago,Ativo,15,202565,Não Cancelou
0,0,30,0,1828,42,0,25,Pré-Pago,Ativo,15,10285,Não Cancelou
1,0,30,0,3210,66,10,20,Pré-Pago,Ativo,25,19242,Não Cancelou
0,0,30,0,1795,23,263,10,Pré-Pago,Ativo,30,112472,Não Cancelou
3,0,29,0,8550,105,122,35,Pré-Pago,Ativo,30,8342,Não Cancelou
0,0,30,0,13208,153,0,36,Pré-Pago,Ativo,30,53444,Não Cancelou
0,0,30,0,3950,67,0,17,Pré-Pago,Ativo,30,16068,Não Cancelou
0,0,30,0,5353,79,0,4,Pré-Pago,Ativo,25,24444,Não Cancelou
0,0,30,0,1673,38,0,9,Pré-Pago,Inativo,30,6844,Não Cancelou
15,0,30,1,14575,209,32,24,Pré-Pago,Ativo,25,80928,Não Cancelou
0,0,30,0,2530,11,461,7,Pré-Pago,Ativo,30,194564,Não Cancelou
0,0,29,0,14920,166,128,22,Pré-Pago,Ativo,25,125487,Não Cancelou
0,0,29,0,5935,70,164,18,Pré-Pago,Ativo,30,8962,Não Cancelou
0,0,29,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
0,0,30,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
0,0,29,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,29,0,6943,111,362,35,Pré-Pago,Ativo,25,194643,Não Cancelou
0,0,29,0,10900,138,0,39,Pré-Pago,Ativo,30,44152,Não Cancelou
0,0,29,0,6153,59,86,29,Pré-Pago,Ativo,25,66654,Não Cancelou
13,1,25,0,390,31,0,9,Pré-Pago,Inativo,25,18945,Cancelou
11,0,28,6,9870,77,0,34,Contrato,Ativo,45,248675,Não Cancelou
3,0,28,0,5253,82,4,16,Pré-Pago,Ativo,25,258075,Cancelou
0,0,26,0,2275,6,0,6,Pré-Pago,Ativo,30,9124,Não Cancelou
0,1,27,0,2425,25,0,8,Pré-Pago,Inativo,25,11025,Cancelou
0,1,28,0,1703,28,12,23,Pré-Pago,Inativo,30,11724,Cancelou
0,0,28,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,28,0,0,0,0,0,Pré-Pago,Ativo,30,0,Não Cancelou
0,0,25,0,6220,81,0,14,Pré-Pago,Ativo,45,157525,Não Cancelou
0,0,28,0,0,0,0,0,Pré-Pago,Inativo,30,0,Cancelou
0,1,28,0,0,0,0,0,Pré-Pago,Ativo,45,0,Cancelou
15,0,23,1,15510,222,0,72,Pré-Pago,Ativo,25,70794,Não Cancelou
0,0,26,1,6400,100,249,25,Contrato,Ativo,25,1413,Não Cancelou
0,0,28,0,3153,66,0,20,Pré-Pago,Ativo,25,144855,Não Cancelou
0,0,27,0,1100,28,16,12,Pré-Pago,Inativo,30,10912,Não Cancelou
0,0,28,0,2215,37,153,15,Pré-Pago,Ativo,25,78984,Não Cancelou
0,0,19,0,750,20,171,3,Contrato,Ativo,25,80415,Não Cancelou
0,0,18,0,1003,23,8,60,Pré-Pago,Ativo,45,4565,Não Cancelou
0,0,19,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
0,0,18,0,0,0,0,0,Pré-Pago,Inativo,45,0,Não Cancelou
0,0,17,0,660,16,0,5,Pré-Pago,Ativo,25,3042,Não Cancelou
0,0,17,0,2660,45,0,15,Pré-Pago,Ativo,30,1082,Não Cancelou
0,0,10,0,1130,10,6,6,Pré-Pago,Ativo,25,783,Não Cancelou
6,0,9,0,5828,125,63,34,Contrato,Ativo,15,673915,Não Cancelou
2,0,7,0,8368,155,51,32,Pré-Pago,Ativo,45,340575,Não Cancelou
0,0,8,1,2288,29,9,11,Pré-Pago,Ativo,30,12868,Não Cancelou
0,0,3,0,3825,24,193,2,Pré-Pago,Ativo,25,1041705,Não Cancelou
0,0,3,0,0,0,0,0,Pré-Pago,Ativo,25,0,Cancelou
5,0,39,0,4245,73,9,20,Pré-Pago,Ativo,25,23481,Não Cancelou
0,0,40,0,193,7,11,7,Pré-Pago,Inativo,25,585,Não Cancelou
7,0,38,0,2328,62,363,27,Pré-Pago,Ativo,25,174105,Não Cancelou
7,0,39,0,4073,68,5,38,Pré-Pago,Ativo,15,255255,Não Cancelou
0,0,39,0,2268,60,6,36,Pré-Pago,Ativo,15,16104,Não Cancelou
8,0,39,0,3650,84,36,31,Pré-Pago,Ativo,25,33003,Não Cancelou
1,0,39,0,2235,41,289,21,Pré-Pago,Ativo,30,124704,Não Cancelou
10,0,38,1,8990,123,148,46,Pré-Pago,Ativo,30,95652,Não Cancelou
4,0,39,0,13648,171,4,47,Pré-Pago,Ativo,30,56876,Não Cancelou
4,0,39,0,4390,85,6,28,Pré-Pago,Ativo,30,203,Não Cancelou
3,0,39,0,5793,97,11,15,Pré-Pago,Ativo,25,31455,Não Cancelou
6,0,39,0,2113,56,12,20,Pré-Pago,Inativo,30,13476,Não Cancelou
22,0,39,2,15015,227,58,35,Pré-Pago,Ativo,30,84168,Não Cancelou
1,0,39,0,2970,29,487,11,Pré-Pago,Ativo,30,206796,Não Cancelou
6,0,38,0,15360,184,154,33,Pré-Pago,Ativo,25,139248,Não Cancelou
0,0,38,0,6375,88,190,29,Pré-Pago,Ativo,30,101852,Não Cancelou
0,0,38,0,750,16,4,14,Pré-Pago,Inativo,25,5247,Não Cancelou
0,0,39,0,585,16,17,11,Pré-Pago,Inativo,25,103545,Não Cancelou
0,0,38,0,0,0,4,0,Pré-Pago,Inativo,25,18,Cancelou
0,0,38,0,7383,129,388,46,Pré-Pago,Ativo,25,208404,Não Cancelou
4,0,38,0,11340,156,15,50,Pré-Pago,Ativo,30,51984,Não Cancelou
5,0,38,0,6593,77,112,40,Pré-Pago,Ativo,25,80415,Não Cancelou
20,1,34,0,830,49,20,20,Pré-Pago,Inativo,25,129555,Cancelou
18,0,37,7,10310,95,5,45,Contrato,Ativo,45,272625,Não Cancelou
10,0,37,0,5693,100,30,27,Pré-Pago,Ativo,25,395685,Cancelou
0,0,35,0,2715,24,4,17,Pré-Pago,Ativo,30,12556,Não Cancelou
6,1,36,0,2865,43,13,19,Pré-Pago,Inativo,25,18936,Cancelou
6,1,37,0,2143,46,38,34,Pré-Pago,Inativo,30,23956,Cancelou
0,0,37,0,8,4,4,5,Pré-Pago,Inativo,30,1648,Cancelou
0,0,37,0,1543,27,4,9,Pré-Pago,Ativo,30,788,Não Cancelou
0,0,34,0,6660,99,18,25,Pré-Pago,Ativo,45,213975,Não Cancelou
0,1,37,0,503,9,13,7,Pré-Pago,Inativo,45,453,Cancelou
0,0,37,0,213,6,8,5,Pré-Pago,Ativo,55,15285,Não Cancelou
22,0,32,2,15950,240,4,83,Pré-Pago,Ativo,25,74655,Não Cancelou
3,0,35,2,6840,118,275,36,Contrato,Ativo,25,155061,Não Cancelou
0,0,37,0,3593,84,6,31,Pré-Pago,Ativo,25,192465,Não Cancelou
0,0,36,0,1540,46,42,23,Pré-Pago,Inativo,30,23144,Não Cancelou
3,0,37,0,2655,55,179,26,Pré-Pago,Ativo,25,92745,Não Cancelou
1,0,28,0,1190,38,197,14,Contrato,Ativo,25,94176,Não Cancelou
1,0,27,0,1443,41,34,71,Pré-Pago,Ativo,45,1221,Não Cancelou
8,0,28,0,575,27,14,10,Pré-Pago,Inativo,25,9009,Não Cancelou
0,0,27,0,700,12,25,6,Pré-Pago,Inativo,45,803,Não Cancelou
7,0,26,0,1100,34,23,16,Pré-Pago,Ativo,25,15453,Não Cancelou
0,0,26,0,3100,63,12,26,Pré-Pago,Ativo,30,17452,Não Cancelou
0,0,19,0,1570,28,32,17,Pré-Pago,Ativo,25,21591,Não Cancelou
13,0,18,0,6268,143,89,45,Contrato,Ativo,15,842105,Não Cancelou
9,0,16,0,8808,173,77,43,Pré-Pago,Ativo,45,417025,Não Cancelou
5,0,17,2,2728,47,35,22,Pré-Pago,Ativo,30,251,Não Cancelou
0,0,10,0,4265,42,219,13,Pré-Pago,Ativo,30,104828,Não Cancelou
0,1,10,0,1363,21,4,10,Pré-Pago,Ativo,25,8028,Cancelou
1,0,33,0,3885,57,0,10,Pré-Pago,Ativo,25,17739,Não Cancelou
0,0,34,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
